均衡二维点尺寸的长宽比,Equalize aspect ratio of 2D point dimensions
设置固定相同参数模式（ShapeFix_Wire 自身，Standard_Integer 值）,"SetFixSameParameterMode(ShapeFix_Wire self, Standard_Integer value)"
GetFixSeamMode（ShapeFix_Wire 自身）-> Standard_Integer,GetFixSeamMode(ShapeFix_Wire self) -> Standard_Integer
SetFixSeamMode（ShapeFix_Wire 自身，Standard_Integer 值）,"SetFixSeamMode(ShapeFix_Wire self, Standard_Integer value)"
获取固定自相交边模式（ShapeFix_Wire 自身）-> Standard_Integer,GetFixSelfIntersectingEdgeMode(ShapeFix_Wire self) -> Standard_Integer
SetFixSelfIntersectingEdgeMode（ShapeFix_Wire self，Standard_Integer 值）,"SetFixSelfIntersectingEdgeMode(ShapeFix_Wire self, Standard_Integer value)"
GetFixSelfIntersectionMode（ShapeFix_Wire self）-> Standard_Integer,GetFixSelfIntersectionMode(ShapeFix_Wire self) -> Standard_Integer
设置固定自交点模式（ShapeFix_Wire 自身，Standard_Integer 值）,"SetFixSelfIntersectionMode(ShapeFix_Wire self, Standard_Integer value)"
GetFixShiftedMode（ShapeFix_Wire 自身）-> Standard_Integer,GetFixShiftedMode(ShapeFix_Wire self) -> Standard_Integer
SetFixShiftedMode（ShapeFix_Wire 自身，Standard_Integer 值）,"SetFixShiftedMode(ShapeFix_Wire self, Standard_Integer value)"
GetFixSmallMode（ShapeFix_Wire 自身）-> Standard_Integer,GetFixSmallMode(ShapeFix_Wire self) -> Standard_Integer
SetFixSmallMode（ShapeFix_Wire 自身，Standard_Integer 值）,"SetFixSmallMode(ShapeFix_Wire self, Standard_Integer value)"
GetFixTailMode（ShapeFix_Wire 自身）-> Standard_Integer,GetFixTailMode(ShapeFix_Wire self) -> Standard_Integer
SetFixTailMode（ShapeFix_Wire 自身，Standard_Integer 值）,"SetFixTailMode(ShapeFix_Wire self, Standard_Integer value)"
GetFixVertexToleranceMode（ShapeFix_Wire 自身）-> Standard_Integer,GetFixVertexToleranceMode(ShapeFix_Wire self) -> Standard_Integer
设置固定顶点容差模式（ShapeFix_Wire 自身，Standard_Integer 值）,"SetFixVertexToleranceMode(ShapeFix_Wire self, Standard_Integer value)"
获取修改几何模式（ShapeFix_Wire 自身）-> Standard_Boolean,GetModifyGeometryMode(ShapeFix_Wire self) -> Standard_Boolean
设置修改几何模式（ShapeFix_Wire 自身，Standard_Boolean 值）,"SetModifyGeometryMode(ShapeFix_Wire self, Standard_Boolean value)"
GetModifyRemoveLoopMode（ShapeFix_Wire 自身）-> Standard_Integer,GetModifyRemoveLoopMode(ShapeFix_Wire self) -> Standard_Integer
SetModifyRemoveLoopMode（ShapeFix_Wire 自身，Standard_Integer 值）,"SetModifyRemoveLoopMode(ShapeFix_Wire self, Standard_Integer value)"
GetModifyTopologyMode（ShapeFix_Wire 自身）-> Standard_Boolean,GetModifyTopologyMode(ShapeFix_Wire self) -> Standard_Boolean
SetModifyTopologyMode（ShapeFix_Wire self，Standard_Boolean值）,"SetModifyTopologyMode(ShapeFix_Wire self, Standard_Boolean value)"
获取偏好曲线模式（ShapeFix_Wire 自身）-> Standard_Boolean,GetPreferencePCurveMode(ShapeFix_Wire self) -> Standard_Boolean
设置PreferencePCurveMode（ShapeFix_Wire self，Standard_Boolean值）,"SetPreferencePCurveMode(ShapeFix_Wire self, Standard_Boolean value)"
GetModeDropSmallEdges（ShapeFix_Wireframe 自身）-> Standard_Boolean,GetModeDropSmallEdges(ShapeFix_Wireframe self) -> Standard_Boolean
SetModeDropSmallEdges（ShapeFix_Wireframe self，Standard_Boolean值）,"SetModeDropSmallEdges(ShapeFix_Wireframe self, Standard_Boolean value)"
GetMinArea（ShapeUpgrade_RemoveInternalWires 自身）-> Standard_Real,GetMinArea(ShapeUpgrade_RemoveInternalWires self) -> Standard_Real
SetMinArea（ShapeUpgrade_RemoveInternalWires 自身，Standard_Real 值）,"SetMinArea(ShapeUpgrade_RemoveInternalWires self, Standard_Real value)"
GetRemoveFaceMode（ShapeUpgrade_RemoveInternalWires 自身）-> Standard_Boolean,GetRemoveFaceMode(ShapeUpgrade_RemoveInternalWires self) -> Standard_Boolean
SetRemoveFaceMode（ShapeUpgrade_RemoveInternalWires 自身，Standard_Boolean 值）,"SetRemoveFaceMode(ShapeUpgrade_RemoveInternalWires self, Standard_Boolean value)"
获取最大面积（ShapeUpgrade_ShapeDivideArea 自身）-> Standard_Real,GetMaxArea(ShapeUpgrade_ShapeDivideArea self) -> Standard_Real
SetMaxArea（ShapeUpgrade_ShapeDivideArea 自身，Standard_Real 值）,"SetMaxArea(ShapeUpgrade_ShapeDivideArea self, Standard_Real value)"
GetNbParts（ShapeUpgrade_SplitSurfaceArea 自身）-> Standard_Integer,GetNbParts(ShapeUpgrade_SplitSurfaceArea self) -> Standard_Integer
SetNbParts（ShapeUpgrade_SplitSurfaceArea 自身，Standard_Integer 值）,"SetNbParts(ShapeUpgrade_SplitSurfaceArea self, Standard_Integer value)"
GetMaxArea（ShapeUpgrade_FaceDivideArea 自身）-> Standard_Real,GetMaxArea(ShapeUpgrade_FaceDivideArea self) -> Standard_Real
SetMaxArea（ShapeUpgrade_FaceDivideArea 自身，Standard_Real 值）,"SetMaxArea(ShapeUpgrade_FaceDivideArea self, Standard_Real value)"
ShallowDumpToString（Standard_GUID self）-> std::string,ShallowDumpToString(Standard_GUID self) -> std::string
__ne_wrapper__(Standard_GUID 自身，Standard_GUID 其他) -> bool,"__ne_wrapper__(Standard_GUID self, Standard_GUID other) -> bool"
__eq_wrapper__(Standard_GUID 自身，Standard_GUID 其他) -> bool,"__eq_wrapper__(Standard_GUID self, Standard_GUID other) -> bool"
PrintToString（Standard_Failure 自身）-> std::string,PrintToString(Standard_Failure self) -> std::string
获取类型编号（Standard_Persistent 自身）-> Standard_Integer,GetTypeNum(Standard_Persistent self) -> Standard_Integer
SetTypeNum（Standard_Persistent 自身，Standard_Integer 值）,"SetTypeNum(Standard_Persistent self, Standard_Integer value)"
PrintToString（Standard_Type self）-> std::string,PrintToString(Standard_Type self) -> std::string
GetLabelMode（StepData_StepWriter自身）-> Standard_Integer,GetLabelMode(StepData_StepWriter self) -> Standard_Integer
SetLabelMode（StepData_StepWriter自身，Standard_Integer值）,"SetLabelMode(StepData_StepWriter self, Standard_Integer value)"
PrintToString（StepData_StepWriter 自身）-> std::string,PrintToString(StepData_StepWriter self) -> std::string
获取类型模式（StepData_StepWriter 自身）-> Standard_Integer,GetTypeMode(StepData_StepWriter self) -> Standard_Integer
SetTypeMode（StepData_StepWriter自身，Standard_Integer值）,"SetTypeMode(StepData_StepWriter self, Standard_Integer value)"
DumpToString（STEPSelections_AssemblyExplorer 自身）-> std::string,DumpToString(STEPSelections_AssemblyExplorer self) -> std::string
获取 ASCII 模式（StlAPI_Writer 自身）-> Standard_Boolean,GetASCIIMode(StlAPI_Writer self) -> Standard_Boolean
SetASCIIMode（StlAPI_Writer自身，Standard_Boolean值）,"SetASCIIMode(StlAPI_Writer self, Standard_Boolean value)"
PrintToString（TCollection_AsciiString 自身）-> std::string,PrintToString(TCollection_AsciiString self) -> std::string
从字符串读取（TCollection_AsciiString self，std::string src）,"ReadFromString(TCollection_AsciiString self, std::string src)"
统计信息到字符串（TCollection_BasicMap 自身）-> std::string,StatisticsToString(TCollection_BasicMap self) -> std::string
PrintToString（TCollection_ExtendedString 自身）-> std::string,PrintToString(TCollection_ExtendedString self) -> std::string
__iadd_wrapper__(TCollection_ExtendedString 自身，TCollection_ExtendedString 其他),"__iadd_wrapper__(TCollection_ExtendedString self, TCollection_ExtendedString other)"
PrintToString（TCollection_HAsciiString 自身）-> std::string,PrintToString(TCollection_HAsciiString self) -> std::string
PrintToString（TCollection_HExtendedString 自身）-> std::string,PrintToString(TCollection_HExtendedString self) -> std::string
统计信息到字符串（TColStd_PackedMapOfInteger 自身）-> std::string,StatisticsToString(TColStd_PackedMapOfInteger self) -> std::string
__isub_wrapper__(TColStd_PackedMapOfInteger 自身，TColStd_PackedMapOfInteger 其他),"__isub_wrapper__(TColStd_PackedMapOfInteger self, TColStd_PackedMapOfInteger other)"
__eq_wrapper__(TColStd_PackedMapOfInteger 自身，TColStd_PackedMapOfInteger 其他) -> bool,"__eq_wrapper__(TColStd_PackedMapOfInteger self, TColStd_PackedMapOfInteger other) -> bool"
DumpToString（TDataStd_AsciiString 自身）-> std::string,DumpToString(TDataStd_AsciiString self) -> std::string
DumpToString（TDataStd_BooleanArray 自身）-> std::string,DumpToString(TDataStd_BooleanArray self) -> std::string
DumpToString（TDataStd_BooleanList 自身）-> std::string,DumpToString(TDataStd_BooleanList self) -> std::string
列表（TDataStd_BooleanList 自身）-> TDataStd_ListOfByte,List(TDataStd_BooleanList self) -> TDataStd_ListOfByte
DumpToString（TDataStd_ByteArray 自身）-> std::string,DumpToString(TDataStd_ByteArray self) -> std::string
DumpToString（TDataStd_Current 自身）-> std::string,DumpToString(TDataStd_Current self) -> std::string
DumpToString（TDataStd_Expression self）-> std::string,DumpToString(TDataStd_Expression self) -> std::string
DumpToString（TDataStd_ExtStringArray 自身）-> std::string,DumpToString(TDataStd_ExtStringArray self) -> std::string
DumpToString（TDataStd_ExtStringList 自身）-> std::string,DumpToString(TDataStd_ExtStringList self) -> std::string
DumpToString（TDataStd_IntPackedMap 自身）-> std::string,DumpToString(TDataStd_IntPackedMap self) -> std::string
DumpToString（TDataStd_Integer self）-> std::string,DumpToString(TDataStd_Integer self) -> std::string
DumpToString（TDataStd_IntegerArray 自身）-> std::string,DumpToString(TDataStd_IntegerArray self) -> std::string
DumpToString（TDataStd_IntegerList 自身）-> std::string,DumpToString(TDataStd_IntegerList self) -> std::string
DumpToString（TDataStd_NamedData 自身）-> std::string,DumpToString(TDataStd_NamedData self) -> std::string
DumpToString（TDataStd_Real self）-> std::string,DumpToString(TDataStd_Real self) -> std::string
DumpToString（TDataStd_RealArray 自身）-> std::string,DumpToString(TDataStd_RealArray self) -> std::string
DumpToString（TDataStd_RealList 自身）-> std::string,DumpToString(TDataStd_RealList self) -> std::string
DumpToString（TDataStd_ReferenceArray 自身）-> std::string,DumpToString(TDataStd_ReferenceArray self) -> std::string
DumpToString（TDataStd_ReferenceList 自身）-> std::string,DumpToString(TDataStd_ReferenceList self) -> std::string
DumpToString（TDataStd_TreeNode 自身）-> std::string,DumpToString(TDataStd_TreeNode self) -> std::string
DumpToString（TDataStd_UAttribute 自身）-> std::string,DumpToString(TDataStd_UAttribute self) -> std::string
DumpToString（TDataStd_Variable 自身）-> std::string,DumpToString(TDataStd_Variable self) -> std::string
DumpToString（TDataStd_Comment self）-> std::string,DumpToString(TDataStd_Comment self) -> std::string
DumpToString（TDataStd_Directory 自身）-> std::string,DumpToString(TDataStd_Directory self) -> std::string
DumpToString（TDataStd_Name 自身）-> std::string,DumpToString(TDataStd_Name self) -> std::string
DumpToString（TDataStd_NoteBook 自身）-> std::string,DumpToString(TDataStd_NoteBook self) -> std::string
DumpToString（TDataStd_Relation 自身）-> std::string,DumpToString(TDataStd_Relation self) -> std::string
DumpToString（TDataStd_Tick 自身）-> std::string,DumpToString(TDataStd_Tick self) -> std::string
DumpToString（TDataXtd_Axis 自身）-> std::string,DumpToString(TDataXtd_Axis self) -> std::string
DumpToString（TDataXtd_Constraint 自身）-> std::string,DumpToString(TDataXtd_Constraint self) -> std::string
DumpToString（TDataXtd_Geometry 自身）-> std::string,DumpToString(TDataXtd_Geometry self) -> std::string
DumpToString（TDataXtd_Placement self）-> std::string,DumpToString(TDataXtd_Placement self) -> std::string
DumpToString（TDataXtd_Plane 自身）-> std::string,DumpToString(TDataXtd_Plane self) -> std::string
DumpToString（TDataXtd_Point 自身）-> std::string,DumpToString(TDataXtd_Point self) -> std::string
DumpToString（TDataXtd_Shape 自身）-> std::string,DumpToString(TDataXtd_Shape self) -> std::string
DumpToString（TDataXtd_Triangulation self）-> std::string,DumpToString(TDataXtd_Triangulation self) -> std::string
DumpToString（TDataXtd_PatternStd 自身）-> std::string,DumpToString(TDataXtd_PatternStd self) -> std::string
DumpToString（TDF_Attribute self）-> std::string,DumpToString(TDF_Attribute self) -> std::string
DumpToString（TDF_AttributeDelta 自身）-> std::string,DumpToString(TDF_AttributeDelta self) -> std::string
DumpToString（TDF_Data self）-> std::string,DumpToString(TDF_Data self) -> std::string
DumpToString（TDF_DataSet 自身）-> std::string,DumpToString(TDF_DataSet self) -> std::string
DumpToString（TDF_Delta self）-> std::string,DumpToString(TDF_Delta self) -> std::string
DumpToString（TDF_IDFilter 自身）-> std::string,DumpToString(TDF_IDFilter self) -> std::string
DumpToString（TDF_Label 自身）-> std::string,DumpToString(TDF_Label self) -> std::string
EntryDumpToString（TDF_Label 自身）-> std::string,EntryDumpToString(TDF_Label self) -> std::string
__ne_wrapper__(TDF_Label 自身，TDF_Label 其他) -> bool,"__ne_wrapper__(TDF_Label self, TDF_Label other) -> bool"
__eq_wrapper__(TDF_Label 自身，TDF_Label 其他) -> bool,"__eq_wrapper__(TDF_Label self, TDF_Label other) -> bool"
返回标签名称,Returns the label name
DumpToString（TDF_Reference self）-> std::string,DumpToString(TDF_Reference self) -> std::string
DumpToString（TDocStd_ApplicationDelta 自身）-> std::string,DumpToString(TDocStd_ApplicationDelta self) -> std::string
DumpToString（TDocStd_Modified self）-> std::string,DumpToString(TDocStd_Modified self) -> std::string
DumpTransactionToString（TDocStd_MultiTransactionManager 自身）-> std::string,DumpTransactionToString(TDocStd_MultiTransactionManager self) -> std::string
DumpToString（TDocStd_Owner 自身）-> std::string,DumpToString(TDocStd_Owner self) -> std::string
DumpToString（TDocStd_XLink 自身）-> std::string,DumpToString(TDocStd_XLink self) -> std::string
DumpToString（TDocStd_XLinkRoot 自身）-> std::string,DumpToString(TDocStd_XLinkRoot self) -> std::string
__init__(ShapeTesselator self，TopoDS_Shape aShape) -> ShapeTesselator,"__init__(ShapeTesselator self, TopoDS_Shape aShape) -> ShapeTesselator"
计算（ShapeTesselator self，bool compute_edges = False，float mesh_quality = 1.0，bool parallel = False）,"Compute(ShapeTesselator self, bool compute_edges=False, float mesh_quality=1.0, bool parallel=False)"
GetVertex（ShapeTesselator self，int ivert）,"GetVertex(ShapeTesselator self, int ivert)"
GetNormal（ShapeTesselator self，int inorm）,"GetNormal(ShapeTesselator self, int inorm)"
获取三角形索引（ShapeTesselator 自身，int triangleIdx）,"GetTriangleIndex(ShapeTesselator self, int triangleIdx)"
GetEdgeVertex（ShapeTesselator self，int iEdge，int ivert）,"GetEdgeVertex(ShapeTesselator self, int iEdge, int ivert)"
VerticesList(ShapeTesselator 自身) -> 浮点数 *,VerticesList(ShapeTesselator self) -> float *
ObjGetTriangleCount（ShapeTesselator 自身）-> int,ObjGetTriangleCount(ShapeTesselator self) -> int
ObjGetInvalidTriangleCount（ShapeTesselator 自身）-> int,ObjGetInvalidTriangleCount(ShapeTesselator self) -> int
ObjGetVertexCount（ShapeTesselator 自身）->；int,ObjGetVertexCount(ShapeTesselator self) -> int
ObjGetNormalCount（ShapeTesselator 自身）-> int,ObjGetNormalCount(ShapeTesselator self) -> int
ObjGetEdgeCount（ShapeTesselator 自身）-> int,ObjGetEdgeCount(ShapeTesselator self) -> int
ObjEdgeGetVertexCount(ShapeTesselator self，int iEdge) -> int,"ObjEdgeGetVertexCount(ShapeTesselator self, int iEdge) -> int"
ExportShapeToX3DTriangleSet（ShapeTesselator 自身）-> std::string,ExportShapeToX3DTriangleSet(ShapeTesselator self) -> std::string
ExportShapeToThreejsJSONString（ShapeTesselator self，char * shape_function_name）-> std::string,"ExportShapeToThreejsJSONString(ShapeTesselator self, char * shape_function_name) -> std::string"
ExportShapeToX3D（ShapeTesselator self，char * 文件名，int diffR=1，int diffG=0，int diffB=0）,"ExportShapeToX3D(ShapeTesselator self, char * filename, int diffR=1, int diffG=0, int diffB=0)"
GetVerticesPositionAsTuple（ShapeTesselator 自身）->vector_float,GetVerticesPositionAsTuple(ShapeTesselator self) -> vector_float
GetNormalsAsTuple（ShapeTesselator 自身）-> vector_float,GetNormalsAsTuple(ShapeTesselator self) -> vector_float
DumpToString（TFunction_DriverTable 自身）-> std::string,DumpToString(TFunction_DriverTable self) -> std::string
DumpToString（TFunction_Function self）-> std::string,DumpToString(TFunction_Function self) -> std::string
DumpToString（TFunction_GraphNode 自身）-> std::string,DumpToString(TFunction_GraphNode self) -> std::string
DumpToString（TFunction_Iterator 自身）-> std::string,DumpToString(TFunction_Iterator self) -> std::string
DumpToString（TFunction_Logbook self）-> std::string,DumpToString(TFunction_Logbook self) -> std::string
DumpToString（TFunction_Scope self）-> std::string,DumpToString(TFunction_Scope self) -> std::string
DumpToString（TNaming_NamedShape 自身）-> std::string,DumpToString(TNaming_NamedShape self) -> std::string
DumpToString（TNaming_Naming 自身）-> std::string,DumpToString(TNaming_Naming self) -> std::string
DumpToString（TNaming_UsedShapes 自身）-> std::string,DumpToString(TNaming_UsedShapes self) -> std::string
DumpTypesToString（TObj_Persistence self）-> std::string,DumpTypesToString(TObj_Persistence self) -> std::string
DumpToString（TObj_TXYZ 自身）-> std::string,DumpToString(TObj_TXYZ self) -> std::string
获取变化边界（TopBas_TestInterference 自身）-> Standard_Integer,GetChangeBoundary(TopBas_TestInterference self) -> Standard_Integer
SetChangeBoundary（TopBas_TestInterference 自身，Standard_Integer 值）,"SetChangeBoundary(TopBas_TestInterference self, Standard_Integer value)"
获取更改交点（TopBas_TestInterference 自身）-> Standard_Real,GetChangeIntersection(TopBas_TestInterference self) -> Standard_Real
设置更改交点（TopBas_TestInterference 自身，Standard_Real 值）,"SetChangeIntersection(TopBas_TestInterference self, Standard_Real value)"
ShallowDumpToString(TopLoc_Datum3D self) -> std::string,ShallowDumpToString(TopLoc_Datum3D self) -> std::string
__hash__(TopLoc_Location self) -> Standard_Integer,__hash__(TopLoc_Location self) -> Standard_Integer
ShallowDumpToString（TopLoc_Location 自身）-> std::string,ShallowDumpToString(TopLoc_Location self) -> std::string
"__ne_wrapper__(TopLoc_Location self, TopLoc_Location other) -> bool","__ne_wrapper__(TopLoc_Location self, TopLoc_Location other) -> bool"
"__eq_wrapper__(TopLoc_Location self, TopLoc_Location other) -> bool","__eq_wrapper__(TopLoc_Location self, TopLoc_Location other) -> bool"
__hash__(TopoDS_Shape 自身) -> Standard_Integer,__hash__(TopoDS_Shape self) -> Standard_Integer
__ne_wrapper__(TopoDS_Shape 自身，TopoDS_Shape 其他) -> bool,"__ne_wrapper__(TopoDS_Shape self, TopoDS_Shape other) -> bool"
__eq_wrapper__(TopoDS_Shape 自身，TopoDS_Shape 其他) -> bool,"__eq_wrapper__(TopoDS_Shape self, TopoDS_Shape other) -> bool"
获取容差（TopoDSToStep_Root 自身）-> Standard_Real,GetTolerance(TopoDSToStep_Root self) -> Standard_Real
设置容差（TopoDSToStep_Root 自身，Standard_Real 值）,"SetTolerance(TopoDSToStep_Root self, Standard_Real value)"
DumpLineTransitionsToString（TopOpeBRep_LineInter 自身）-> std::string,DumpLineTransitionsToString(TopOpeBRep_LineInter self) -> std::string
DumpCurrentToString（TopOpeBRep_ShapeScanner 自身）-> std::string,DumpCurrentToString(TopOpeBRep_ShapeScanner self) -> std::string
DumpToString（TopOpeBRepBuild_GIter 自身）-> std::string,DumpToString(TopOpeBRepBuild_GIter self) -> std::string
DumpToString（TopOpeBRepBuild_GTool 自身）-> std::string,DumpToString(TopOpeBRepBuild_GTool self) -> std::string
__init__(TopOpeBRepBuild_GTool 自身) -> TopOpeBRepBuild_GTool,__init__(TopOpeBRepBuild_GTool self) -> TopOpeBRepBuild_GTool
DumpTypeToString（TopOpeBRepBuild_GTopo 自身）-> std::string,DumpTypeToString(TopOpeBRepBuild_GTopo self) -> std::string
PrintIntgToString（TopOpeBRepDS_Check 自身）-> std::string,PrintIntgToString(TopOpeBRepDS_Check self) -> std::string
DumpCurrentToString（TopOpeBRepTool_ShapeExplorer 自身）-> std::string,DumpCurrentToString(TopOpeBRepTool_ShapeExplorer self) -> std::string
DumpToString（TopTools_LocationSet 自身）-> std::string,DumpToString(TopTools_LocationSet self) -> std::string
从字符串读取（TopTools_LocationSet 自身，std::string src）,"ReadFromString(TopTools_LocationSet self, std::string src)"
WriteToString（TopTools_LocationSet 自身）-> std::string,WriteToString(TopTools_LocationSet self) -> std::string
DumpToString（TopTools_ShapeSet 自身）-> std::string,DumpToString(TopTools_ShapeSet self) -> std::string
DumpExtentToString（TopTools_ShapeSet 自身）-> std::string,DumpExtentToString(TopTools_ShapeSet self) -> std::string
DumpGeometryToString（TopTools_ShapeSet 自身）-> std::string,DumpGeometryToString(TopTools_ShapeSet self) -> std::string
从字符串读取（TopTools_ShapeSet 自身，std::string src）,"ReadFromString(TopTools_ShapeSet self, std::string src)"
读取几何体从字符串（TopTools_ShapeSet 自身，std::string src）,"ReadGeometryFromString(TopTools_ShapeSet self, std::string src)"
WriteToString（TopTools_ShapeSet self）-> std::string,WriteToString(TopTools_ShapeSet self) -> std::string
WriteGeometryToString（TopTools_ShapeSet self）-> std::string,WriteGeometryToString(TopTools_ShapeSet self) -> std::string
GetModeTrans（Transfer_ActorOfFinderProcess 自身）-> Standard_Integer,GetModeTrans(Transfer_ActorOfFinderProcess self) -> Standard_Integer
SetModeTrans（Transfer_ActorOfFinderProcess 自身，Standard_Integer 值）,"SetModeTrans(Transfer_ActorOfFinderProcess self, Standard_Integer value)"
GetModeNewTransfer（TransferBRep_Reader 自身）-> Standard_Boolean,GetModeNewTransfer(TransferBRep_Reader self) -> Standard_Boolean
SetModeNewTransfer（TransferBRep_Reader 自身，Standard_Boolean 值）,"SetModeNewTransfer(TransferBRep_Reader self, Standard_Boolean value)"
GetNoResult（TransferBRep_TransferResultInfo 自身）-> Standard_Integer,GetNoResult(TransferBRep_TransferResultInfo self) -> Standard_Integer
SetNoResult（TransferBRep_TransferResultInfo 自身，Standard_Integer 值）,"SetNoResult(TransferBRep_TransferResultInfo self, Standard_Integer value)"
GetNoResultFail（TransferBRep_TransferResultInfo 自身）-> Standard_Integer,GetNoResultFail(TransferBRep_TransferResultInfo self) -> Standard_Integer
SetNoResultFail（TransferBRep_TransferResultInfo 自身，Standard_Integer 值）,"SetNoResultFail(TransferBRep_TransferResultInfo self, Standard_Integer value)"
GetNoResultWarning（TransferBRep_TransferResultInfo 自身）-> Standard_Integer,GetNoResultWarning(TransferBRep_TransferResultInfo self) -> Standard_Integer
SetNoResultWarning（TransferBRep_TransferResultInfo 自身，Standard_Integer 值）,"SetNoResultWarning(TransferBRep_TransferResultInfo self, Standard_Integer value)"
GetNoResultWarningFail（TransferBRep_TransferResultInfo 自身）-> Standard_Integer,GetNoResultWarningFail(TransferBRep_TransferResultInfo self) -> Standard_Integer
SetNoResultWarningFail（TransferBRep_TransferResultInfo 自身，Standard_Integer 值）,"SetNoResultWarningFail(TransferBRep_TransferResultInfo self, Standard_Integer value)"
获取结果（TransferBRep_TransferResultInfo 自身）-> Standard_Integer,GetResult(TransferBRep_TransferResultInfo self) -> Standard_Integer
设置结果（TransferBRep_TransferResultInfo 自身，Standard_Integer 值）,"SetResult(TransferBRep_TransferResultInfo self, Standard_Integer value)"
GetResultFail（TransferBRep_TransferResultInfo 自身）-> Standard_Integer,GetResultFail(TransferBRep_TransferResultInfo self) -> Standard_Integer
SetResultFail（TransferBRep_TransferResultInfo 自身，Standard_Integer 值）,"SetResultFail(TransferBRep_TransferResultInfo self, Standard_Integer value)"
GetResultWarning（TransferBRep_TransferResultInfo 自身）-> Standard_Integer,GetResultWarning(TransferBRep_TransferResultInfo self) -> Standard_Integer
SetResultWarning（TransferBRep_TransferResultInfo 自身，Standard_Integer 值）,"SetResultWarning(TransferBRep_TransferResultInfo self, Standard_Integer value)"
GetResultWarningFail（TransferBRep_TransferResultInfo 自身）-> Standard_Integer,GetResultWarningFail(TransferBRep_TransferResultInfo self) -> Standard_Integer
SetResultWarningFail（TransferBRep_TransferResultInfo 自身，Standard_Integer 值）,"SetResultWarningFail(TransferBRep_TransferResultInfo self, Standard_Integer value)"
__init__(Display3d 自身) -> Display3d,__init__(Display3d self) -> Display3d
VrmlHeaderWriterToString（vrml 自身）-> std::string,VrmlHeaderWriterToString(vrml self) -> std::string
__init__(Vrml 自身) -> vrml,__init__(Vrml self) -> vrml
PrintToString（Vrml_AsciiText 自身）-> std::string,PrintToString(Vrml_AsciiText self) -> std::string
PrintToString（Vrml_Cone 自身）-> std::string,PrintToString(Vrml_Cone self) -> std::string
PrintToString（Vrml_Coordinate3 自身）-> std::string,PrintToString(Vrml_Coordinate3 self) -> std::string
PrintToString（Vrml_Cube 自身）-> std::string,PrintToString(Vrml_Cube self) -> std::string
PrintToString（Vrml_Cylinder 自身）-> std::string,PrintToString(Vrml_Cylinder self) -> std::string
PrintToString（Vrml_DirectionalLight 自身）-> std::string,PrintToString(Vrml_DirectionalLight self) -> std::string
PrintToString（Vrml_FontStyle 自身）-> std::string,PrintToString(Vrml_FontStyle self) -> std::string
PrintToString（Vrml_Group self）-> std::string,PrintToString(Vrml_Group self) -> std::string
PrintToString（Vrml_IndexedFaceSet 自身）-> std::string,PrintToString(Vrml_IndexedFaceSet self) -> std::string
PrintToString（Vrml_IndexedLineSet 自身）-> std::string,PrintToString(Vrml_IndexedLineSet self) -> std::string
PrintToString（Vrml_Info 自身）-> std::string,PrintToString(Vrml_Info self) -> std::string
DEFToString（Vrml_Instancing 自身）-> std::string,DEFToString(Vrml_Instancing self) -> std::string
USEToString（Vrml_Instancing 自身）-> std::string,USEToString(Vrml_Instancing self) -> std::string
PrintToString（Vrml_LOD 自身）-> std::string,PrintToString(Vrml_LOD self) -> std::string
PrintToString（Vrml_Material 自身）-> std::string,PrintToString(Vrml_Material self) -> std::string
PrintToString（Vrml_MaterialBinding 自身）-> std::string,PrintToString(Vrml_MaterialBinding self) -> std::string
PrintToString（Vrml_MatrixTransform 自身）-> std::string,PrintToString(Vrml_MatrixTransform self) -> std::string
PrintToString（Vrml_Normal 自身）-> std::string,PrintToString(Vrml_Normal self) -> std::string
PrintToString（Vrml_NormalBinding 自身）-> std::string,PrintToString(Vrml_NormalBinding self) -> std::string
PrintToString（Vrml_OrthographicCamera 自身）-> std::string,PrintToString(Vrml_OrthographicCamera self) -> std::string
PrintToString（Vrml_PerspectiveCamera 自身）-> std::string,PrintToString(Vrml_PerspectiveCamera self) -> std::string
PrintToString（Vrml_PointLight 自身）-> std::string,PrintToString(Vrml_PointLight self) -> std::string
PrintToString（Vrml_PointSet 自身）-> std::string,PrintToString(Vrml_PointSet self) -> std::string
PrintToString（Vrml_Rotation 自身）-> std::string,PrintToString(Vrml_Rotation self) -> std::string
PrintToString（Vrml_Scale self）-> std::string,PrintToString(Vrml_Scale self) -> std::string
PrintToString（Vrml_Separator 自身）-> std::string,PrintToString(Vrml_Separator self) -> std::string
PrintToString（Vrml_ShapeHints 自身）-> std::string,PrintToString(Vrml_ShapeHints self) -> std::string
PrintToString（Vrml_Sphere 自身）-> std::string,PrintToString(Vrml_Sphere self) -> std::string
PrintToString（Vrml_SpotLight 自身）-> std::string,PrintToString(Vrml_SpotLight self) -> std::string
PrintToString（Vrml_Switch 自身）-> std::string,PrintToString(Vrml_Switch self) -> std::string
PrintToString（Vrml_Texture2 自身）-> std::string,PrintToString(Vrml_Texture2 self) -> std::string
PrintToString（Vrml_Texture2Transform 自身）-> std::string,PrintToString(Vrml_Texture2Transform self) -> std::string
PrintToString（Vrml_TextureCoordinate2 自身）-> std::string,PrintToString(Vrml_TextureCoordinate2 self) -> std::string
PrintToString（Vrml_Transform 自身）-> std::string,PrintToString(Vrml_Transform self) -> std::string
PrintToString（Vrml_TransformSeparator 自身）-> std::string,PrintToString(Vrml_TransformSeparator self) -> std::string
