与 array_function_dispatcher 类似，但是函数参数颠倒了。,"Like array_function_dispatcher, but with function arguments flipped.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
查找列表中的重复项，返回重复元素的列表,"Find duplication in a list, return a list of duplicated elements",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 解析字段格式"," Parse the field formats ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
漂亮地打印所有字段。,"Pretty-print all fields.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
返回 libpython* 所在的路径。,"return path where libpython* is.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
取决于 config.h: 必须先调用 generate_config_h ！,"Depends on config.h: generate_config_h has to be called before !",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
如果 C API 版本需要更新，则发出 MismatchCAPIWarning。,"Emits a MismatchCAPIWarning if the C API version needs updating.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交叉相关（a，v，模式=0）,"cross_correlate(a,v, mode=0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
数组协议：Python 端。,"Array protocol: Python side.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
阵列优先级。,"Array priority.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
数组协议：C-struct 端。,"Array protocol: C-struct side.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指向数组数据开头的 Python 缓冲区对象。,"Python buffer object pointing to the start of the array's data.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
此数据类型对象的数组协议类型字符串。,"The array-protocol typestring of this data-type object.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
用于实例化此数据类型的标量的类型对象。,"The type object used to instantiate a scalar of this data-type.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指示有效天数的七元素布尔掩码的副本。,"A copy of the seven-element boolean mask indicating valid days.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
假期数组的副本，指示额外的无效天数。,"A copy of the holiday array indicating additional invalid days.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指向数据开始的指针。,"Pointer to start of data.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
获取数组数据描述符。,"Get array data-descriptor.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
标志的整数值。,"The integer value of flags.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
标量的一维视图。,"A 1-D view of the scalar.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
标量的虚部。,"The imaginary part of the scalar.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一个元素的长度（以字节为单位）。,"The length of one element in bytes.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
标量的长度（以字节为单位）。,"The length of the scalar in bytes.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
数组维数。,"The number of array dimensions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
标量的实部。,"The real part of the scalar.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
数组维度的元组。,"Tuple of array dimensions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
基因型中的元素数量。,"The number of elements in the gentype.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
每个维度中的字节元组步骤。,"Tuple of bytes steps in each dimension.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 将字节顺序规范化为 '<' 或 '>'"," Normalize byteorder to '<' or '>' ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 所有 ufunc 异常的基类"," Base class for all ufunc exceptions ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 二进制解析失败时抛出"," Thrown when a binary resolution fails ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 当无法找到 ufunc 循环时抛出"," Thrown when a ufunc loop cannot be found ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 当 ufunc 输入无法转换时抛出"," Thrown when a ufunc input cannot be casted ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 当 ufunc 输出无法转换时抛出"," Thrown when a ufunc output cannot be casted ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 当数组无法分配时抛出"," Thrown when an array cannot be allocated",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 将一定数量的字节转换为二进制大小的字符串"," Convert a number of bytes into a binary size string ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 将 None 名称替换为下一个未使用的 f%d 名称"," Replace names which are None with the next unused f%d name ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
在数据类型末尾注入指定数量的填充字节,"Inject the specified number of padding bytes at the end of a dtype",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
计算 a 和 b 的最大公约数,"Calculate the greatest common divisor of a and b",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 格式化 __array_ufunc__ 放弃时的错误消息。"," Format the error message for when __array_ufunc__ gives up. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
返回给定类型对象的位宽名称,"Return a bit-width name for a given type object",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
%s%d,"%s%d",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
测试`ndarray.__class_getitem__`。,"Test `ndarray.__class_getitem__`.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
array2string 的基本测试。,"Basic test of array2string.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
测试数组中每个元素的自定义格式函数。,"Test custom format function for each element in array.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
测试获取和设置全局打印选项。,"Test getting and setting global print options.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
测试错误路径，包括内存泄漏,"Test the error paths, including for memory leaks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
测试“asarray”的预期行为。,"Test expected behaviors of ``asarray``.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" PyArray_ByteorderConverter 的测试"," Tests of PyArray_ByteorderConverter ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" PyArray_SortkindConverter 的测试"," Tests of PyArray_SortkindConverter ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" PyArray_SelectkindConverter 的测试"," Tests of PyArray_SelectkindConverter ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" PyArray_SearchsideConverter 的测试"," Tests of PyArray_SearchsideConverter ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" PyArray_OrderConverter 的测试"," Tests of PyArray_OrderConverter ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" PyArray_ClipmodeConverter 的测试"," Tests of PyArray_ClipmodeConverter ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" PyArray_CastingConverter 的测试"," Tests of PyArray_CastingConverter ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" PyArray_IntpConverter 的测试"," Tests of PyArray_IntpConverter ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
票号 #1276,"Ticket #1276",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
票号#856,"Ticket #856",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/numpy/numpy/issues/5982 的回归测试,"Regression test for https://github.com/numpy/numpy/issues/5982",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
对票号 1948 进行回归测试。,"Regression test for ticket 1948.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
仅测试哈希运行。,"Only test hash runs at all.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
测试等效记录数据类型的哈希值是否相同。,"Test whether equivalent record dtypes hash the same.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
测试等效子数组数据类型是否哈希相同。,"Test whether equivalent subarray dtypes hash the same.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
测试不同的子数组数据类型是否有不同的哈希值。,"Test whether different subarray dtypes hash differently.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
测试一些相等的数据类型,"Test some data types that are equal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
测试一些不应该相等的简单情况,"Test some simple cases that shouldn't be equal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
测试一些更复杂、不应该相等的情况,"Test some more complicated cases that shouldn't be equal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
创建和删除时的结构化对象引用计数,"Structured object reference counting in creation and deletion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
用于简单项目设置的结构化对象引用计数,"Structured object reference counting for simple item setting",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
用于高级索引的结构化对象引用计数。,"Structured object reference counting for advanced indexing.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
测试深度嵌套的子类型。,"Test deeply nested subtypes.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
测试不会引发低于正常值且为零的警告。,"Test that the subnormal is zero warning is not being raised.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
确认少量已知半值,"Confirms a small number of known half values",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
检查转换为一半时的舍入是否正确,"Checks that rounding when converting to half is correct",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
确保比较正确,"Make sure comparisons are working right",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
测试各种 ArrFuncs,"Test the various ArrFuncs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
测试 np.spacing 和 np.nextafter,"Test np.spacing and np.nextafter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
测试各种 ufunc,"Test the various ufuncs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
测试一半是否与其他类型正确转换,"Test that half gets coerced properly with the other types",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
测试一半是否与 __array_interface__ 兼容,"Test that half is compatible with __array_interface__",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
测试使用有限的 API 构建第三方 C 扩展。,"Test building a third-party C extension with the limited API.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
确认提取的值不会转换为 python 浮点数,"Confirm that extracting a value doesn't convert to python float",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
返回从开始位置向前、按方向符号的长度为 nelems 的切片。,"Returns slices of length nelems, from start onwards, in direction sign.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"返回 (src, dst) 索引对。","Returns (src, dst) pairs of indices.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"返回 ((axis0_src, axis0_dst), (axis1_src, axis1_dst), ... ) 索引对。","Returns ((axis0_src, axis0_dst), (axis1_src, axis1_dst), ... ) index pairs.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
检查分配 arr[dstidx] = arr[srcidx] 是否有效。,"Check assignment arr[dstidx] = arr[srcidx] works.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
构造一个数组，查看“x”每个元素的第一个字节,"Construct an array viewing the first byte of each element of `x`",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 暂时替换 ndarray.__str__"," replace ndarray.__str__ temporarily ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
测试 tofile、fromfile、tobytes 和 fromstring,"Test tofile, fromfile, tobytes, and fromstring",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 测试 PEP3118 缓冲液"," Test PEP3118 buffers ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 测试 GETITEM、SETITEM 和 PyArray_Scalar 往返"," Tests that GETITEM, SETITEM, and PyArray_Scalar roundtrip ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 测试 __array_finalize__"," Tests __array_finalize__ ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
检查异构数组零值的创建,"Check the creation of heterogeneous arrays zero-valued",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
检查零维对象的创建,"Check creation of 0-dimensional objects",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
检查一维对象的创建,"Check creation of single-dimensional objects",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
检查多维对象的创建,"Check creation of multi-dimensional objects",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
检查异构数组零值的创建（普通）,"Check the creation of heterogeneous arrays zero-valued (plain)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
检查零值异构数组（嵌套）的创建,"Check the creation of heterogeneous arrays zero-valued (nested)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
检查具有值的异构数组的创建,"Check the creation of heterogeneous arrays with values",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
检查元组的创建,"Check creation from tuples",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
检查元组列表的创建,"Check creation from list of tuples",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
检查从元组列表的列表中创建,"Check creation from list of list of tuples",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
检查异构数组（普通、单行）的创建,"Check the creation of heterogeneous arrays (plain, single row)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
检查异构数组（普通、多行）的创建,"Check the creation of heterogeneous arrays (plain, multiple rows)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
检查异构数组（嵌套、单行）的创建,"Check the creation of heterogeneous arrays (nested, single row)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
检查异构数组的创建（嵌套、多行）,"Check the creation of heterogeneous arrays (nested, multiple rows)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
检查异构数组中值的读取（简单）,"Check the reading of values in heterogeneous arrays (plain)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
检查异构数组（普通、多行）的值,"Check the values of heterogeneous arrays (plain, multiple rows)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
检查异构数组（嵌套）中值的读取,"Check the reading of values in heterogeneous arrays (nested)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
检查读取嵌套数组的顶部字段,"Check reading the top fields of a nested array",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
检查读取嵌套数组的嵌套字段（第一级）,"Check reading the nested fields of a nested array (1st level)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
检查读取嵌套数组的嵌套字段（第二级）,"Check reading the nested fields of a nested array (2nd level)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
检查嵌套数组的访问嵌套描述符（第一级）,"Check access nested descriptors of a nested array (1st level)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
检查嵌套数组的访问嵌套描述符（第二级）,"Check access nested descriptors of a nested array (2nd level)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
检查异构数组（嵌套、单行）的值,"Check the values of heterogeneous arrays (nested, single row)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
检查异构数组（嵌套、多行）的值,"Check the values of heterogeneous arrays (nested, multiple rows)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 测试名称是否与“np”下的类型相对应。"," Test that names correspond to where the type is under ``np.`` ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 测试 dtype 构造函数将名称映射回类型"," Test the dtype constructor maps names back to the type ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
文档字符串。,"Docstring.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
创建一个鸭子数组类型并实现函数。,"Create a duck array type and implements functions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注册一个__array_function__实现。,"Register an __array_function__ implementations.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
检查复杂类型的 inf/nan 格式。,"Check inf/nan formatting of complex types.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
使用打印时检查格式,"Check formatting when using print ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
使用 NumPy 标量类型测试 str.format 方法,"Test the str.format method with NumPy scalar types",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 验证 fromrecords 是否适用于 0 长度输入"," Verify fromrecords works with a 0-length input ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 测试嵌套结构类型是否也被视为记录"," Test that nested structured types are treated as records too ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 测试尾部填充是否被保留"," test that trailing padding is preserved ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 移位量等于或大于字体宽度"," Shifts where the shift amount is the width of the type or wider ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 包含无法表示的浮点溢出的字符串"," Strings containing an unrepresentable float overflow ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" GH-15467"," gh-15467 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
将对象循环的结果与非对象循环的结果进行比较,"Compare the result of the object loop with non-object one",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
使用零大小操作数测试通用 ufunc,"Test generalized ufunc with zero-sized operands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
使用固定大小的签名进行测试。,"Test with fixed-sized signature.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 如果我们在 Power PC 平台上运行，则结果为真。"," True if we are running on a Power PC platform.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 测试直接实现这些魔术方法"," test direct implementation of these magic methods ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 通过 __float__ 测试实现"," test implementations via __float__ ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
检查复杂 arc* 函数中的精度损失,"Check loss of precision in complex arc* functions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
检查 np.nan 是否为正 nan。,"Check np.nan is a positive nan.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
当结构化数组未被复制时，测试 Reduceat 中的错误。,"Test bug in reduceat when structured arrays are not copied.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reduceat 应该适用于空数组,"Reduceat should work with empty arrays",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
检查零值数组的创建,"Check the creation of zero-valued arrays",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
检查零值数组（大小为 1）的创建,"Check the creation of zero-valued arrays (size 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
检查零值数组（大小为 2）的创建,"Check the creation of zero-valued arrays (size 2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
检查零值数组（大小 1009）的创建,"Check the creation of zero-valued arrays (size 1009)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
检查带有值的 unicode 数组的创建,"Check the creation of unicode arrays with values",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
检查值数组的创建（大小为 1，UCS2 值）,"Check the creation of valued arrays (size 1, UCS2 values)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
检查值数组的创建（大小为 1，UCS4 值）,"Check the creation of valued arrays (size 1, UCS4 values)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
检查值数组的创建（大小为 2，UCS2 值）,"Check the creation of valued arrays (size 2, UCS2 values)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
